"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"3490",3490,70,"West Virginia.2003.Male",72.1626041229404,72.3549298645243,72.5283612989587,72.3541167123998,67.4619531096778,68.3228770713642,69.1145478659774,68.3137308878535,3.20737486143923,4.02398541015936,4.89901496062606,4.04038582454624,"West Virginia",2003,"Male","South","South Atlantic","WV","West Virginia","WV"
"3491",3491,71,"West Virginia.2004.Female",77.783660962628,77.944174366671,78.1062618206346,77.9439957878707,74.392872583114,75.1902388028551,76.1617673111889,75.2059246406336,1.75905968736802,2.75639415447893,3.55289422450624,2.73807114723716,"West Virginia",2004,"Female","South","South Atlantic","WV","West Virginia","WV"
"3492",3492,72,"West Virginia.2004.Male",72.2947231145674,72.4766106737029,72.6630831107805,72.4786268840988,67.7170672996502,68.5974110271248,69.3761281223711,68.5761521075709,3.09281812013265,3.88898901002372,4.79490276126959,3.90247477652794,"West Virginia",2004,"Male","South","South Atlantic","WV","West Virginia","WV"
"3493",3493,73,"West Virginia.2005.Female",77.8383931969498,78.0085816163798,78.1841922590287,78.0132403733328,74.4873259849097,75.2904564608553,76.2756717662764,75.3112514053432,1.72128116148127,2.71291735587216,3.57019000258424,2.70198896798956,"West Virginia",2005,"Female","South","South Atlantic","WV","West Virginia","WV"
"3494",3494,74,"West Virginia.2005.Male",72.3716304937421,72.5627166834695,72.7245922211469,72.5591612387413,67.8210073474915,68.7704142812233,69.567856458363,68.7602262210472,2.93262966901911,3.78131235080009,4.7895985514982,3.79893501769406,"West Virginia",2005,"Male","South","South Atlantic","WV","West Virginia","WV"
"3495",3495,75,"West Virginia.2006.Female",77.9468120341851,78.1329554849646,78.3141367740754,78.1296978642561,74.6831763622622,75.4603118278037,76.4244957099519,75.480388032451,1.71153437106163,2.67897935089695,3.4792845041445,2.64930983180506,"West Virginia",2006,"Female","South","South Atlantic","WV","West Virginia","WV"
"3496",3496,76,"West Virginia.2006.Male",72.415761136841,72.5990065672713,72.7875219472285,72.5960112952084,67.9985136694521,68.9301194635737,69.7565702634197,68.9144116026733,2.80784264030159,3.66771301329513,4.6529747334738,3.6815996925351,"West Virginia",2006,"Male","South","South Atlantic","WV","West Virginia","WV"
"3497",3497,77,"West Virginia.2007.Female",77.9324343577169,78.1265058268601,78.2952640930475,78.1228918799462,74.792892150404,75.5524005250411,76.4529588747288,75.5740291226544,1.63695684378729,2.56773265085882,3.34806945994742,2.54886275729182,"West Virginia",2007,"Female","South","South Atlantic","WV","West Virginia","WV"
"3498",3498,78,"West Virginia.2007.Male",72.4300840480578,72.6252984956411,72.820662106554,72.6274900980048,68.1732160036629,69.0738930144977,69.9521348968529,69.0607318410293,2.66989047922118,3.5486404780614,4.49750322479909,3.56675825697554,"West Virginia",2007,"Male","South","South Atlantic","WV","West Virginia","WV"
"3499",3499,79,"West Virginia.2008.Female",77.8044177036326,77.9725873032648,78.1517105035499,77.9722902660876,74.9366992096613,75.7739385468645,76.7336104718502,75.7929109506211,1.23039374858423,2.19909177933476,3.00353092286795,2.17937931546648,"West Virginia",2008,"Female","South","South Atlantic","WV","West Virginia","WV"
"3500",3500,80,"West Virginia.2008.Male",72.5323173467297,72.7088283886189,72.8974197724286,72.7106622366527,68.3051214063123,69.2071099573661,70.0844959206231,69.2175553802087,2.62536390893567,3.48555541537206,4.44139477697451,3.49310685644399,"West Virginia",2008,"Male","South","South Atlantic","WV","West Virginia","WV"
"3501",3501,81,"West Virginia.2009.Female",77.9282174913368,78.1119666048194,78.2885502908289,78.1089212617188,75.0508981534221,75.875151999192,76.8342972582155,75.9015067937272,1.22367777275655,2.23364742088797,3.06637759498682,2.20741446799163,"West Virginia",2009,"Female","South","South Atlantic","WV","West Virginia","WV"
"3502",3502,82,"West Virginia.2009.Male",72.6104322553341,72.7929920423956,72.9738573639465,72.7942755771371,68.404229236999,69.3672487285586,70.2360321146895,69.366869380518,2.53790820960425,3.42375425250184,4.38248228023616,3.42740619661913,"West Virginia",2009,"Male","South","South Atlantic","WV","West Virginia","WV"
"3503",3503,83,"West Virginia.2010.Female",77.9852820505822,78.1636405293367,78.3460791599711,78.164087114751,75.2427246959552,76.0747341816727,77.0523455445735,76.1027073160352,1.08902835695849,2.08311645749772,2.96316194192701,2.06137979871572,"West Virginia",2010,"Female","South","South Atlantic","WV","West Virginia","WV"
"3504",3504,84,"West Virginia.2010.Male",72.6552722277428,72.8341041034976,73.0201359943799,72.8372579470416,68.528864801457,69.4886517834499,70.3961664224552,69.4880611494448,2.42527088715829,3.33764909175989,4.34122174762636,3.34919679759683,"West Virginia",2010,"Male","South","South Atlantic","WV","West Virginia","WV"
"3505",3505,85,"West Virginia.2011.Female",77.8705047881227,78.0600257474882,78.2488361767344,78.0613627218823,75.2663963867299,76.1411501303558,77.1724397858025,76.1724407070155,0.837907482563171,1.91344353734095,2.84639232794777,1.8889220148669,"West Virginia",2011,"Female","South","South Atlantic","WV","West Virginia","WV"
"3506",3506,86,"West Virginia.2011.Male",72.6094622704645,72.8152456122993,73.0050456236541,72.8115223195341,68.5002426942727,69.5039561117337,70.4907754248387,69.5037387381943,2.2900812387118,3.30267086373063,4.31383876900468,3.30778358133973,"West Virginia",2011,"Male","South","South Atlantic","WV","West Virginia","WV"
"3507",3507,87,"West Virginia.2012.Female",77.8715186820307,78.0755672591194,78.2679118899821,78.0773316370714,75.2707080744785,76.2037398608507,77.2540095876943,76.2191224005181,0.743365296658934,1.8717494288509,2.83929612320026,1.85820923655335,"West Virginia",2012,"Female","South","South Atlantic","WV","West Virginia","WV"
"3508",3508,88,"West Virginia.2012.Male",72.6511271852174,72.872323454254,73.067088027624,72.8660631496957,68.4639158689171,69.4750522372146,70.4043140718591,69.4704855603065,2.3964222177826,3.39950101748139,4.43112258384158,3.39557758938917,"West Virginia",2012,"Male","South","South Atlantic","WV","West Virginia","WV"
"3509",3509,89,"West Virginia.2013.Female",77.9392822518408,78.1551755514398,78.3777093185272,78.1566149538537,75.1206842254531,76.1613921703997,77.2774983816036,76.1659061727181,0.858547940034461,2.0011842873748,3.08791060963103,1.99070878113561,"West Virginia",2013,"Female","South","South Atlantic","WV","West Virginia","WV"
"3510",3510,90,"West Virginia.2013.Male",72.657113610291,72.9023400535744,73.1349342787764,72.9022481713295,68.5080162150161,69.5403392437517,70.5057805620909,69.5259381177074,2.36810109922173,3.3630661429186,4.42057274567726,3.37631005362208,"West Virginia",2013,"Male","South","South Atlantic","WV","West Virginia","WV"
"3511",3511,1,"Wisconsin.1969.Female",76.1983022796982,76.3473830203823,76.4999127733914,76.3482650486935,71.2106526540595,72.1764374993613,73.1791395551218,72.1832063739352,3.19238777759957,4.17539667162721,5.12125458753581,4.16505867475834,"Wisconsin",1969,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3512",3512,2,"Wisconsin.1969.Male",69.0995276974739,69.2665816835137,69.4193116993914,69.2641898554808,64.0848851165945,64.9844442197764,65.8658435372786,64.980886015558,3.40576759292978,4.28651751881173,5.1969208457456,4.28330383992284,"Wisconsin",1969,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3513",3513,3,"Wisconsin.1970.Female",76.4848590830014,76.6327246159629,76.7761915192082,76.6317970395104,71.5069608333067,72.3603879138779,73.3046567121638,72.3608652401794,3.33520692507607,4.2620747316221,5.15161933344153,4.27093179933094,"Wisconsin",1970,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3514",3514,4,"Wisconsin.1970.Male",69.2743689626202,69.4078997352876,69.5555602958915,69.4092037761437,64.3453718835145,65.140028782867,65.9557887164581,65.1518153954443,3.43985694663864,4.27569912943653,5.09340054790474,4.2573883806994,"Wisconsin",1970,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3515",3515,5,"Wisconsin.1971.Female",76.7075786250392,76.8460756423009,76.9735553316335,76.8437026415237,71.7065227309982,72.5268828327238,73.3731954577659,72.5322428668277,3.44883234111204,4.29900964829069,5.14366785310958,4.31145977469608,"Wisconsin",1971,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3516",3516,6,"Wisconsin.1971.Male",69.6184155514476,69.755080593883,69.8982645720252,69.754625201774,64.6741065060633,65.4132278821551,66.1945715471459,65.4202705565305,3.54889404073937,4.33533995627148,5.1074279202872,4.33435464524358,"Wisconsin",1971,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3517",3517,7,"Wisconsin.1972.Female",76.8349684802471,76.9712000638027,77.1173670949502,76.9730813361334,71.9766397575907,72.762616281127,73.6059796759023,72.7699561555815,3.30367671422805,4.20137391133568,4.99631698790866,4.20312518055187,"Wisconsin",1972,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3518",3518,8,"Wisconsin.1972.Male",69.5672082687696,69.705570921318,69.8478871100625,69.7069462394736,64.8391126846199,65.5888082809476,66.3595828602096,65.590256489102,3.33547783733676,4.11597085910837,4.87465081794405,4.11668975037158,"Wisconsin",1972,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3519",3519,9,"Wisconsin.1973.Female",77.1015558746074,77.2437141560025,77.3798518944292,77.2431039455278,72.2265887408671,73.0499037798401,73.9380201399431,73.0576390230097,3.299581657263,4.20644628686956,5.04204068316039,4.18546492251815,"Wisconsin",1973,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3520",3520,10,"Wisconsin.1973.Male",69.8568644618838,69.9929107196523,70.1373886096823,69.9926736461598,65.0936087693467,65.8084292950534,66.5269514526554,65.8108544573509,3.42793595189409,4.18590306074375,4.90396979750432,4.18181918880881,"Wisconsin",1973,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3521",3521,11,"Wisconsin.1974.Female",77.5611577596877,77.6970151437172,77.8334698961041,77.696035821322,72.5760011708005,73.3356321250635,74.2359081118755,73.3465389149652,3.47814093482215,4.36630186807545,5.15142279723989,4.34949690635685,"Wisconsin",1974,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3522",3522,12,"Wisconsin.1974.Male",70.0858654361249,70.2204919865118,70.3533875252599,70.2217814811381,65.3500730758903,66.0268999099861,66.7356596288638,66.0283720743892,3.45544921259838,4.20349476673274,4.88073197027453,4.19340940674884,"Wisconsin",1974,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3523",3523,13,"Wisconsin.1975.Female",77.9608404644848,78.0906375686812,78.2277038389252,78.0908296687922,72.7666837335997,73.4770708350128,74.2905392990259,73.4821381554705,3.81145903556153,4.6159844124899,5.33711007490062,4.60869151332176,"Wisconsin",1975,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3524",3524,14,"Wisconsin.1975.Male",70.5305717608692,70.6737090425109,70.8080543948733,70.6737236304641,65.5793943612086,66.2744706744466,66.984645060267,66.281631539004,3.65538024341625,4.39152311954824,5.11977194813177,4.39209209146015,"Wisconsin",1975,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3525",3525,15,"Wisconsin.1976.Female",78.1313745907975,78.2610655440346,78.4100310810181,78.2636989848855,72.8708181961601,73.5743648999565,74.3299018140942,73.587148862165,3.90514299272956,4.69401081806927,5.38969120702055,4.67655012272051,"Wisconsin",1976,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3526",3526,16,"Wisconsin.1976.Male",70.8981611449957,71.0266284687128,71.1597178318121,71.0274590493719,65.8851403349615,66.4980611557293,67.191090597114,66.5138052886795,3.84038661138656,4.52648392667761,5.15118248405956,4.51365376069238,"Wisconsin",1976,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3527",3527,17,"Wisconsin.1977.Female",78.5151750851783,78.6559809675952,78.7954147877803,78.6549264620282,73.0419132861737,73.7680091765475,74.5260751643891,73.7844898188212,4.12529197041821,4.88097357126902,5.5831698066962,4.87043664320701,"Wisconsin",1977,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3528",3528,18,"Wisconsin.1977.Male",71.2666778508637,71.3990747619214,71.5341324637965,71.4005473744736,66.1263146677064,66.7191373535122,67.3406489891951,66.7317326101966,4.01168729445897,4.67929134887677,5.272585550893,4.66881476427701,"Wisconsin",1977,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3529",3529,19,"Wisconsin.1978.Female",78.6733639648286,78.8243969947698,78.965400398355,78.8228196261347,73.2805542944771,73.9272131477501,74.6506232606562,73.9430954773748,4.17550621983385,4.89613114082834,5.55785713341627,4.87972414875997,"Wisconsin",1978,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3530",3530,20,"Wisconsin.1978.Male",71.419642080794,71.5544653244729,71.6751080990154,71.5552448402701,66.3226116983038,66.9137847515431,67.5545204864705,66.9137061828252,3.99457998416516,4.63786700268876,5.23953794646404,4.64153865744485,"Wisconsin",1978,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3531",3531,21,"Wisconsin.1979.Female",79.0643989712348,79.2038423273938,79.3517894617783,79.201642469657,73.3526100982386,73.9815447047021,74.6906943299199,73.9836854731086,4.50687243403928,5.22345742963689,5.876147369724,5.21795699654848,"Wisconsin",1979,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3532",3532,22,"Wisconsin.1979.Male",71.740615236477,71.8776235151428,72.0156879820903,71.8781489587124,66.4510123266232,67.0172685340511,67.6372830104695,67.0288514548722,4.20301833078184,4.85627382899908,5.42933651092734,4.84929750384018,"Wisconsin",1979,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3533",3533,23,"Wisconsin.1980.Female",79.0695782859351,79.2070686691837,79.3342821497539,79.2062417713527,73.419471917474,74.0541860696632,74.7731263206219,74.0660872617757,4.44013314203731,5.14799032523716,5.80013511991971,5.14015450957695,"Wisconsin",1980,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3534",3534,24,"Wisconsin.1980.Male",71.881415264321,72.020591508181,72.1593281733319,72.0196373292462,66.552741651043,67.1119354290677,67.7101571747815,67.1238704799897,4.30518908808856,4.90884652843294,5.4855488272687,4.89576684925647,"Wisconsin",1980,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3535",3535,25,"Wisconsin.1981.Female",79.3216143781028,79.4505165994215,79.5926479282876,79.4525275150885,73.5944294369376,74.1918302821601,74.8733012940633,74.2015181695036,4.56975081846833,5.25831975241561,5.8700403431349,5.25100934558487,"Wisconsin",1981,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3536",3536,26,"Wisconsin.1981.Male",72.1978303366265,72.3348432713189,72.4715766024362,72.3330865113887,66.7038847374908,67.2548662134096,67.8893460408806,67.2669308880175,4.41140777094442,5.08403352889152,5.63842120059448,5.06615562337125,"Wisconsin",1981,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3537",3537,27,"Wisconsin.1982.Female",79.4988497876497,79.6340002699228,79.7691065668223,79.634239517968,73.7126729805939,74.26182380613,74.9159009579386,74.2816031804143,4.71338164003372,5.36707791872502,5.94103871337205,5.3526363375537,"Wisconsin",1982,"Female","Midwest","East North Central","WI","Wisconsin","WI"
"3538",3538,28,"Wisconsin.1982.Male",72.4582128640892,72.5965123189378,72.7267338751269,72.5952348175016,66.7792852931206,67.3312343953654,67.9191776642602,67.3355372965948,4.6806607081892,5.26616861931191,5.8355116512333,5.25969752090685,"Wisconsin",1982,"Male","Midwest","East North Central","WI","Wisconsin","WI"
"3539",3539,29,"Wisconsin.1983.Female",79.6097247002708,79.7299415669161,79.8581291717313,79.7301574201521,73.8237571145446,74.4100128022899,75.0639216577455,74.4152902292599,4.70667944398207,5.32162050050196,5.92542834905714,5.31486719089212,"Wisconsin",1983,"Female","Midwest","East North Central","WI","Wisconsin","WI"
